,code,name,lot_size,stock_type,stock_child_type,owner_stock_code,listing_date,stockid
716,US.CINR,Ciner Resources LP,1,STOCK,0,,1969-12-31,211490
717,US.CIO,"City Office REIT, Inc.",1,STOCK,0,,1969-12-31,208244
718,US.CIO-A,"City Office REIT, Inc. 6.625% Series A Cumulative Redeemable Pr",1,STOCK,0,,1969-12-31,75213467500556
719,US.CIR,Circor國際,1,STOCK,0,,1969-12-31,202220
720,US.CISN,Cision Ltd.,1,STOCK,0,,1969-12-31,74500502929942
721,US.CIT,"CIT Group, Inc.",1,STOCK,0,,1969-12-31,202866
722,US.CIVI,"Civitas Solutions, Inc.",1,STOCK,0,,2015-04-01,210363
723,US.CIX,CompX國際,1,STOCK,0,,1969-12-31,205701
724,US.CJ,"C&J Energy Services, Inc.",1,STOCK,0,,1969-12-31,74006581690424
725,US.CJES,C&J Energy Services (已退市),1,STOCK,0,,1969-12-31,207015
726,US.CKH,海科控股,1,STOCK,0,,1969-12-31,202159
727,US.CKH*,SEACOR Holdings Inc.,1,STOCK,0,,1969-12-31,74315819335922
728,US.CKX,"CKX Lands, Inc.",1,STOCK,0,,1969-12-31,209103
729,US.CL,高露潔,1,STOCK,0,,1969-12-31,203498
730,US.CLA,Capitala Finance Corp. 7.125% Notes due 2021,1,STOCK,0,,1969-12-31,210156
731,US.CLA.L,CLA.L,1,STOCK,0,,1969-12-31,74371653910802
732,US.CLB,Core Laboratories NV,1,STOCK,0,,1969-12-31,201876
733,US.CLC,Clarcor Inc,1,STOCK,0,,1969-12-31,75028783899084
734,US.CLD,"Cloud Peak Energy, Inc.",1,STOCK,0,,1969-12-31,202970
735,US.CLDR,"Cloudera, Inc.",1,STOCK,0,,2017-04-27,74186970316953
736,US.CLDT,Chatham Lodging信托,1,STOCK,0,,1969-12-31,205321
737,US.CLF,克裡夫天然資源公司,1,STOCK,0,,2016-08-11,201792
738,US.CLGX,"CoreLogic, Inc.",1,STOCK,0,,1969-12-31,205123
739,US.CLH,"Clean Harbors, Inc.",1,STOCK,0,,1969-12-31,205096
740,US.CLI,麥克凱利房地產,1,STOCK,0,,1969-12-31,202130
741,US.CLNC,"Colony Credit Real Estate, Inc.",1,STOCK,0,,1969-12-31,75428215867452
742,US.CLNS,Colony NorthStar Inc,1,STOCK,0,,2017-01-08,73761768554004
743,US.CLNS-B,"Colony NorthStar, Inc. 8.25% Series B cumulative redeemable per",1,STOCK,0,,1969-12-31,75213467500574
744,US.CLNS-D,"Colony NorthStar, Inc. 8.5% Series D cumulative redeemable perp",1,STOCK,0,,1969-12-31,75213467502373
745,US.CLNS-D.CL,"Colony NorthStar, Inc. 8.5% Series D cumulative redeemable perp",1,STOCK,0,,1969-12-31,75956496845196
746,US.CLNS-E,"Colony NorthStar, Inc. 8.75% Series E cumulative redeemable per",1,STOCK,0,,1969-12-31,75213467500576
747,US.CLNS-G,"NorthStar Asset Management Group, Inc. 7.50% Series G cumulativ",1,STOCK,0,,1969-12-31,75213467500578
748,US.CLNS-H,"Colony NorthStar, Inc. 7.125% Series H cumulative redeemable pe",1,STOCK,0,,1969-12-31,75213467500579
749,US.CLNS-I,"Colony NorthStar, Inc. 7.15% Series I Cumulative Redeemable Per",1,STOCK,0,,1969-12-31,75213467502381
750,US.CLNS-J,"Colony NorthStar, Inc. 7.125% Series J Cumulative Redeemable Pe",1,STOCK,0,,1969-12-31,75213467502417
751,US.CLNY,科勒尼不動產,1,STOCK,0,,1969-12-31,201604
752,US.CLNY-B,"Colony Capital, Inc.",1,STOCK,0,,1969-12-31,76046691158488
753,US.CLNY-E,"Colony Capital, Inc.",1,STOCK,0,,1969-12-31,76046691158492
754,US.CLNY-G,"Colony Capital, Inc.",1,STOCK,0,,1969-12-31,76046691158490
755,US.CLNY-H,"Colony Capital, Inc.",1,STOCK,0,,1969-12-31,76046691158489
756,US.CLNY-I,"Colony Capital, Inc.",1,STOCK,0,,1969-12-31,76046691158491
757,US.CLNY-J,"Colony Capital, Inc.",1,STOCK,0,,1969-12-31,76046691158493
758,US.CLPR,"Clipper Realty, Inc.",1,STOCK,0,,2017-02-09,73864847769161
759,US.CLR,大陸能源,1,STOCK,0,,1969-12-31,201131
760,US.CLS,天弘科技,1,STOCK,0,,1969-12-31,201516
761,US.CLW,克利爾沃特紙業,1,STOCK,0,,1969-12-31,201408
762,US.CLX,高樂氏,1,STOCK,0,,1969-12-31,203521
763,US.CLZNY,亨斯曼材料,1,STOCK,0,,1969-12-31,74341589139712
764,US.CM,加拿大帝國商業銀行,1,STOCK,0,,1969-12-31,203416
765,US.CMA,聯信銀行,1,STOCK,0,,1969-12-31,201853
766,US.CMC,美國工商五金公司,1,STOCK,0,,1969-12-31,206433
767,US.CMCM,獵豹移動,1,STOCK,0,,2014-05-07,210015
768,US.CMD,康塔爾醫療,1,STOCK,0,,1969-12-31,209605
769,US.CMG,墨式燒烤,1,STOCK,0,,1969-12-31,201784
770,US.CMI,康明斯,1,STOCK,0,,1969-12-31,201856
771,US.CMN,康塔爾醫療 (已退市),1,STOCK,0,,1969-12-31,206419
772,US.CMO,卡帕史丹抵押,1,STOCK,0,,1969-12-31,204094
773,US.CMO-E,Capstead Mortgage Corporation Pfd Ser E,1,STOCK,0,,1969-12-31,75213467500229
774,US.CMP,"Compass Minerals International, Inc.",1,STOCK,0,,1969-12-31,203562
775,US.CMRE,Costamare Inc.,1,STOCK,0,,1969-12-31,201253
776,US.CMRE-B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Isl,1,STOCK,0,,1969-12-31,75213467500230
777,US.CMRE-C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),1,STOCK,0,,1969-12-31,75213467500231
778,US.CMRE-D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual P,1,STOCK,0,,1969-12-31,75213467500478
779,US.CMRE-E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual ,1,STOCK,0,,1969-12-31,75432510834758
780,US.CMS,CMS能源,1,STOCK,0,,1969-12-31,205178
781,US.CMS-B,CONSUMERS ENERGY CO,1,STOCK,0,,1969-12-31,204612
782,US.CMSA,CMS Energy Corp.,1,STOCK,0,,1969-12-31,75595719592081
783,US.CMT,"Core Molding Technologies, Inc.",1,STOCK,0,,1969-12-31,208526
784,US.CMU,MFS High Yield Municipal Trust,1,STOCK,0,,1969-12-31,204283
785,US.CNA,CAN金融,1,STOCK,0,,1969-12-31,202902
786,US.CNC,Centene Corp.,1,STOCK,0,,1969-12-31,202598
787,US.CNCO,桑科薩,1,STOCK,0,,1969-12-31,206710
788,US.CNDT,Conduent Incorporated,1,STOCK,0,,1969-12-31,212484
789,US.CNHI,CNH Industrial NV,1,STOCK,0,,1969-12-31,206687
790,US.CNI,加拿大國家鐵路,1,STOCK,0,,1969-12-31,202378
791,US.CNK,喜滿客影城,1,STOCK,0,,1969-12-31,205282
792,US.CNNE,"Cannae Holdings, Inc.",1,STOCK,0,,1969-12-31,75114683254239
793,US.CNNX,CONE Midstream Partners LP,1,STOCK,0,,1969-12-31,210396
794,US.CNO,康塞科,1,STOCK,0,,1969-12-31,205420
795,US.CNP,中點能源,1,STOCK,0,,1969-12-31,202568
796,US.CNQ,加國自然資源,1,STOCK,0,,1969-12-31,202823
797,US.CNS,科恩-斯蒂爾斯金融,1,STOCK,0,,1969-12-31,206021
798,US.CNX,康索爾能源,1,STOCK,0,,1969-12-31,206452
799,US.CNX*,CNX Resources Corporation,1,STOCK,0,,1969-12-31,75088913450450
800,US.CNXC,CNX COAL RESOURCES LP,1,STOCK,0,,2015-06-30,211112
801,US.CNXM,CNX Midstream Partners LP,1,STOCK,0,,1969-12-31,75307956783002
802,US.CO,中國臍帶血庫,1,STOCK,0,,2009-11-18,205804
803,US.CODI,"Compass Diversified Holdings, Inc.",1,STOCK,0,,1969-12-31,205263
804,US.CODI-A,Compass Diversified Holdings 7.250% Series A Preferred Shares r,1,STOCK,0,,1969-12-31,75213467502378
805,US.CODI-B,,1,STOCK,0,,1969-12-31,75630079330480
806,US.COE,無憂英語,1,STOCK,0,,2016-06-09,211883
807,US.COF,第一資本,1,STOCK,0,,1969-12-31,203140
808,US.COF-C,Capital One Financial Corp Depository Shares Representing 1/40t,1,STOCK,0,,1969-12-31,75213467500233
809,US.COF-D,Capital One Financial Corp Depository Shares Representing 1/40t,1,STOCK,0,,1969-12-31,75213467500234
810,US.COF-F,"COF存托凭证,1/40th Interest in a Share of 固定汇率永久非累积优先股, Seri",1,STOCK,0,,1969-12-31,75213467500486
811,US.COF-G,"COF存托凭证,1/40th Interest in a Share of 固定汇率永久非累积优先股, Seri",1,STOCK,0,,1969-12-31,75213467500522
812,US.COF-H,"COF存托凭证,1/40th Interest in a Share of 固定汇率永久非累积优先股, Series",1,STOCK,0,,1969-12-31,75213467500568
813,US.COF-P,Capital One Financial Corp Pfd Ser B,1,STOCK,0,,1969-12-31,75213467500235
814,US.COG,卡伯特油氣,1,STOCK,0,,1969-12-31,201980
815,US.COH,蔻馳,1,STOCK,0,,2000-10-04,202547
816,US.COL,羅柯,1,STOCK,0,,1969-12-31,202609
817,US.COLD,"Americold Realty Trust, Inc.",1,STOCK,0,,2018-01-18,75333726586819
818,US.COO,庫珀醫療,1,STOCK,0,,1969-12-31,202716
819,US.COP,康菲石油,1,STOCK,0,,1969-12-31,201712
820,US.COR,CoreSite房產,1,STOCK,0,,1969-12-31,205268
821,US.CORR,"CorEnergy Infrastructure Trust, Inc.",1,STOCK,0,,1969-12-31,208031
822,US.CORR-A,"CORR存托凭证,1/100th fractional interest of a share of 7.375%, 累积可赎",1,STOCK,0,,1969-12-31,75213467500237
823,US.COT,考特,1,STOCK,0,,1969-12-31,201170
824,US.COTV,"COTIVITI HOLDINGS, INC.",1,STOCK,0,,2016-05-25,211854
825,US.COTY,科蒂,1,STOCK,0,,1969-12-31,202946
826,US.COUP,COUPA SOFTWARE INC,1,STOCK,0,,2016-10-05,205732
827,US.CP,加拿大太平洋鐵路,1,STOCK,0,,1969-12-31,202768
828,US.CPA,科帕控股,1,STOCK,0,,1969-12-31,201106
829,US.CPAC,Cementos Pacasmayo SAA,1,STOCK,0,,1969-12-31,207193
830,US.CPB,康寶濃湯,1,STOCK,0,,1969-12-31,202218
831,US.CPE,卡隆石油,1,STOCK,0,,1969-12-31,202456
832,US.CPE-A,Callon Petroleum Company Preferred Shares Series A 10%,1,STOCK,0,,1969-12-31,75213467500238
833,US.CPF,中央太平洋銀行,1,STOCK,0,,1969-12-31,201903
834,US.CPG,Crescent Point Energy Corp.,1,STOCK,0,,1969-12-31,206685
835,US.CPK,切薩皮克氣業,1,STOCK,0,,1969-12-31,205655
836,US.CPL,CPFL能源,1,STOCK,0,,1969-12-31,201218
837,US.CPLG,"CorePoint Lodging, Inc.",1,STOCK,0,,1969-12-31,75939316975987
838,US.CPLG*,CorePoint Lodging Inc.,1,STOCK,0,,1969-12-31,75879187433806
839,US.CPN,卡爾派電業,1,STOCK,0,,1969-12-31,202816
840,US.CPS,"Cooper-Standard Holdings, Inc.",1,STOCK,0,,1969-12-31,207124
841,US.CPT,卡姆登物業信托,1,STOCK,0,,1969-12-31,205171
842,US.CQP,Cheniere Energy Partners LP,1,STOCK,0,,1969-12-31,206700
843,US.CR,Crane Co.,1,STOCK,0,,1969-12-31,203526
844,US.CRC,California Resources Corporation,1,STOCK,0,,1969-12-31,211684
845,US.CRCM,"Care.com, Inc.",1,STOCK,0,,1969-12-31,201113
846,US.CRD.A,Crawford & Co.,1,STOCK,0,,1969-12-31,207826
847,US.CRD.B,Crawford & Co.,1,STOCK,0,,1969-12-31,207816
848,US.CRH,CRH水泥,1,STOCK,0,,1969-12-31,203534
849,US.CRHM,CRH Medical Corp.,1,STOCK,0,,1969-12-31,211323
850,US.CRI,卡特,1,STOCK,0,,1969-12-31,202799
851,US.CRK,康斯托克能源,1,STOCK,0,,1969-12-31,201291
852,US.CRL,查爾斯河,1,STOCK,0,,1969-12-31,205392
853,US.CRM,賽富時公司,1,STOCK,0,,1969-12-31,205513
854,US.CRMD,"CorMedix, Inc.",1,STOCK,0,,1969-12-31,208916
855,US.CRR,卡波陶瓷,1,STOCK,0,,1969-12-31,201139
856,US.CRS,卡朋特科技,1,STOCK,0,,1969-12-31,202205
857,US.CRT,CRT信托,1,STOCK,0,,1969-12-31,202654
858,US.CRVP,"Crystal Rock Holdings, Inc.",1,STOCK,0,,1969-12-31,209262
859,US.CRY,"CryoLife, Inc.",1,STOCK,0,,1969-12-31,201988
860,US.CS,瑞士信貸集,1,STOCK,0,,1969-12-31,201772
861,US.CSC,思捷思,1,STOCK,0,,1969-12-31,203085
862,US.CSI,Cutwater Select Income Fund,1,STOCK,0,,1969-12-31,208062
863,US.CSL,卡萊爾伙伴,1,STOCK,0,,1969-12-31,205240
864,US.CSLT,"Castlight Health, Inc.",1,STOCK,0,,1969-12-31,207058
865,US.CSQ,CSQ基金,1,STOCK,0,,1969-12-31,202565
866,US.CSRA,"CSRA, Inc.",1,STOCK,0,,1969-12-31,211538
867,US.CSS,CSS工業,1,STOCK,0,,1969-12-31,205883
868,US.CSTM,Constellium NV,1,STOCK,0,,1969-12-31,206862
869,US.CSU,Capital Senior Living Corp.,1,STOCK,0,,1969-12-31,203209
870,US.CSV,"Carriage Services, Inc.",1,STOCK,0,,1969-12-31,205466
871,US.CSX,CSX運輸,1,STOCK,0,,1969-12-31,202048
872,US.CTAA,Qwest Corp.,1,STOCK,0,,2016-01-31,211646
873,US.CTB,庫珀輪胎與橡膠,1,STOCK,0,,1969-12-31,201616
874,US.CTBB,Qwest Corp.,1,STOCK,0,,2016-08-22,212209
875,US.CTDD,Qwest Corp.,1,STOCK,0,,1969-12-31,74229919989941
876,US.CTL,世紀電信,1,STOCK,0,,1969-12-31,203157
877,US.CTLT,"Catalent, Inc.",1,STOCK,0,,1969-12-31,210264
878,US.CTO,Consolidated-Tomoka Land Co.,1,STOCK,0,,1969-12-31,207936
879,US.CTR,"Clearbridge Energy MLP Total Return Fund, Inc.",1,STOCK,0,,1969-12-31,207250
880,US.CTRA,CONTURA ENERGY INC COM USD0.01,1,STOCK,0,,2017-08-09,74637941883493
881,US.CTS,CTS Corp.,1,STOCK,0,,1969-12-31,203349
882,US.CTT,"CatchMark Timber Trust, Inc.",1,STOCK,0,,1969-12-31,205928
883,US.CTU,Qwest Corp.,1,STOCK,0,,1969-12-31,209763
884,US.CTV,Qwest Corp.,1,STOCK,0,,1969-12-31,204806
885,US.CTW,Qwest Corp.,1,STOCK,0,,1969-12-31,209764
886,US.CTX,Qwest Corp.,1,STOCK,0,,1969-12-31,209765
887,US.CTY,Qwest Corp.,1,STOCK,0,,1969-12-31,209766
888,US.CTZ,Qwest Corp.,1,STOCK,0,,1969-12-31,211348
889,US.CUB,Cubic Corp.,1,STOCK,0,,1969-12-31,203394
890,US.CUBE,CubeSmart,1,STOCK,0,,1969-12-31,206902
891,US.CUBI-C,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Pe",1,STOCK,0,,1969-12-31,75213467500479
892,US.CUBI-D,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Pe",1,STOCK,0,,1969-12-31,75213467500499
893,US.CUBI-E,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Pe",1,STOCK,0,,1969-12-31,75213467500523
894,US.CUBI-F,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Pe",1,STOCK,0,,1969-12-31,75213467500557
895,US.CUBS,"Customers Bancorp, Inc.",1,STOCK,0,,1969-12-31,210660
896,US.CUK,嘉年華存托憑證,1,STOCK,0,,1969-12-31,205274
897,US.CULP,"Culp, Inc.",1,STOCK,0,,1969-12-31,74556337504816
898,US.CUO,Continental Materials Corp.,1,STOCK,0,,1969-12-31,209045
899,US.CUR,"Neuralstem, Inc.",1,STOCK,0,,2016-05-03,207687
900,US.CURO,CURO Group Holdings Corp.,1,STOCK,0,,2017-12-06,75153337959919
901,US.CUZ,卡津斯不動產信托基金,1,STOCK,0,,1969-12-31,203439
902,US.CVA,卡萬塔控股,1,STOCK,0,,1969-12-31,205116
903,US.CVB,Lehman ABS 7.75% CorTS Kinder Deb-Bkd Series 2002-6,1,STOCK,0,,1969-12-31,209371
904,US.CVB.L,CVB.L,1,STOCK,0,,1969-12-31,73856257834565
905,US.CVE,Cenovus能源,1,STOCK,0,,1969-12-31,201618
906,US.CVEO,Civeo Corp.,1,STOCK,0,,1969-12-31,210066
907,US.CVG,肯沃基,1,STOCK,0,,1969-12-31,205103
908,US.CVI,CVR能源,1,STOCK,0,,1969-12-31,201669
909,US.CVI*,"CVR Energy, Inc.",1,STOCK,0,,1969-12-31,76171245210157
910,US.CVIA,Covia Holdings Corp.,1,STOCK,0,,1969-12-31,75935022008686
911,US.CVM,CEL-SCI Corp.,1,STOCK,0,,1969-12-31,208566
912,US.CVNA,Carvana Co.,1,STOCK,0,,2017-04-27,74186970316952
913,US.CVO,森維歐,1,STOCK,0,,1969-12-31,203984
914,US.CVR,Chicago Rivet & Machine Co.,1,STOCK,0,,1969-12-31,208961
915,US.CVRR,CVR Refining LP,1,STOCK,0,,1969-12-31,206831
916,US.CVRS,"Corindus Vascular Robotics, Inc.",1,STOCK,0,,2015-03-31,211029
917,US.CVS,CVS健康,1,STOCK,0,,1969-12-31,203316
918,US.CVU,"CPI Aerostructures, Inc.",1,STOCK,0,,1969-12-31,208393
919,US.CVX,雪佛龍,1,STOCK,0,,1969-12-31,202468
920,US.CW,寇蒂斯萊特,1,STOCK,0,,1969-12-31,201795
921,US.CWH,"Camping World Holdings, Inc.",1,STOCK,0,,2016-10-06,206870
922,US.CWT,California Water Service Group,1,STOCK,0,,1969-12-31,205284
923,US.CX,西麥斯,1,STOCK,0,,1969-12-31,206081
924,US.CXE,MFS市政基金,1,STOCK,0,,1969-12-31,205329
925,US.CXH,MFS市政基金,1,STOCK,0,,1969-12-31,205413
926,US.CXO,康休,1,STOCK,0,,1969-12-31,201578
927,US.CXP,"Columbia Property Trust, Inc.",1,STOCK,0,,1969-12-31,206838
928,US.CXW,"CoreCivic, Inc.",1,STOCK,0,,1969-12-31,203450
929,US.CYD,玉柴國際,1,STOCK,0,,1994-12-15,202874
930,US.CYH,"Community Health Systems, Inc.",1,STOCK,0,,1969-12-31,201402
931,US.CYS,"CYS Investments, Inc.",1,STOCK,0,,1969-12-31,203208
932,US.CYS-A,CYS Investments Inc Cumulative Redeemable Preferred Series A,1,STOCK,0,,1969-12-31,75213467500242
933,US.CYS-B,"CYS Investments, Inc. Preferred Series B",1,STOCK,0,,1969-12-31,75213467500243
934,US.CZZ,科桑,1,STOCK,0,,1969-12-31,202575
935,US.D,道明尼資源,1,STOCK,0,,1969-12-31,203299
936,US.DAC,達那俄斯,1,STOCK,0,,1969-12-31,202008
937,US.DAL,達美航空,1,STOCK,0,,2007-05-02,206211
938,US.DAN,達納,1,STOCK,0,,1969-12-31,201899
939,US.DAR,美國達爾令國際,1,STOCK,0,,1969-12-31,202451
940,US.DATA,"Tableau Software, Inc.",1,STOCK,0,,1969-12-31,201208
941,US.DAVA,Endava Ltd.,1,STOCK,0,,2018-07-26,76141180439064
942,US.DB,德意志銀行,1,STOCK,0,,1969-12-31,202087
943,US.DB.RT,德意志銀行,1,STOCK,0,,1969-12-31,74071006199898
944,US.DBD,Diebold Nixdorf Incorporated,1,STOCK,0,,1969-12-31,205363
945,US.DBL,Doubleline Opportunistic Credit Fund,1,STOCK,0,,1969-12-31,207724
946,US.DCA,Virtus Total Return Fund,1,STOCK,0,,1969-12-31,203231
947,US.DCF,Dreyfus Alcentra Global Credit Income 2024 Target Term Fund,1,STOCK,0,,1969-12-31,75007309071732
948,US.DCI,唐納森,1,STOCK,0,,1969-12-31,202857
949,US.DCM,NTT道康姆,1,STOCK,0,,1969-12-31,202448
950,US.DCO,杜科蒙,1,STOCK,0,,1969-12-31,202122
951,US.DCP,DCP Midstream LP,1,STOCK,0,,1969-12-31,74968654352704
952,US.DCP-B,"DCP Midstream, LP",1,STOCK,0,,1969-12-31,75879187433808
953,US.DCT,DCT工業信托,1,STOCK,0,,1969-12-31,202570
954,US.DCUD,"Dominion Energy, Inc.",1,STOCK,0,,2016-08-10,212210
955,US.DD,杜邦,1,STOCK,0,,1969-12-31,203459
956,US.DD-A,DU PONT E I DE NEMOURS & CO,1,STOCK,0,,1969-12-31,203390
957,US.DD-B,DU PONT E I DE NEMOURS & CO,1,STOCK,0,,1969-12-31,205072
958,US.DDC,Dominion Diamond Corporation,1,STOCK,0,,1969-12-31,207172
959,US.DDD,3D系統,1,STOCK,0,,2011-05-25,202279
960,US.DDE,多佛唐斯娛樂,1,STOCK,0,,1969-12-31,205740
961,US.DDF,"Delaware Investments Dividend & Income Fund, Inc.",1,STOCK,0,,1969-12-31,208549
962,US.DDR,DDR Corp.,1,STOCK,0,,1969-12-31,202797
963,US.DDR*,DDR Corp.,1,STOCK,0,,1969-12-31,76046691158494
964,US.DDR-A,"DDR存托凭证,1/20th interest in a share of 6.375% Class A 累积可赎回优先股, ",1,STOCK,0,,1969-12-31,75213467502382
965,US.DDR-J,DDR Corporation Dep Shs Repstg 1/20th Pfd Cl J,1,STOCK,0,,1969-12-31,75213467500245
966,US.DDR-K,DDR Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States,1,STOCK,0,,1969-12-31,75213467500246
967,US.DDS,狄樂百貨,1,STOCK,0,,1969-12-31,201422
968,US.DDT,Dillards Capital Trust I,1,STOCK,0,,1969-12-31,208065
969,US.DE,迪爾股份有限公司,1,STOCK,0,,1969-12-31,202142
970,US.DEA,"Easterly Government Properties, Inc.",1,STOCK,0,,2015-02-05,210715
971,US.DEI,道格拉斯艾美特,1,STOCK,0,,1969-12-31,202496
972,US.DEL,代爾提克木材,1,STOCK,0,,1969-12-31,203251
973,US.DEO,帝亞吉歐,1,STOCK,0,,1969-12-31,202558
974,US.DESP,Despegar.com Corp.,1,STOCK,0,,2017-09-19,74801150641364
975,US.DEX,Delaware Enhanced Global Dividend & Income Fund,1,STOCK,0,,1969-12-31,208091
976,US.DF,迪恩食品,1,STOCK,0,,1969-12-31,201164
977,US.DFIN,"Donnelley Financial Solutions, Inc.",1,STOCK,0,,2016-09-25,73340861758620
978,US.DFP,"Flaherty & Crumrine Dynamic Preferred & Income Fund, Inc.",1,STOCK,0,,1969-12-31,207633
979,US.DFS,發現金融,1,STOCK,0,,1969-12-31,202424
980,US.DFT,DuPont Fabros Technology,1,STOCK,0,,1969-12-31,205529
981,US.DG,美國達樂公司,1,STOCK,0,,1969-12-31,205613
982,US.DGI,DigitalGlobe Inc,1,STOCK,0,,1969-12-31,204345
983,US.DGSE,"DGSE Cos., Inc.",1,STOCK,0,,1969-12-31,209136
984,US.DGX,奎斯特診療,1,STOCK,0,,1969-12-31,205232
985,US.DHCP,Ditech Holding Corp.,1,STOCK,0,,1969-12-31,75475460507737
986,US.DHF,Dreyfus High Yield Strategies Fund,1,STOCK,0,,1969-12-31,207790
987,US.DHG,"Deutsche High Income Opportunities Fund, Inc.",1,STOCK,0,,1969-12-31,207980
988,US.DHI,霍頓房屋,1,STOCK,0,,1969-12-31,201469
989,US.DHR,丹納赫,1,STOCK,0,,1969-12-31,202639
990,US.DHT,DHT控股,1,STOCK,0,,1969-12-31,201265
991,US.DHX,戴斯控股,1,STOCK,0,,1969-12-31,202172
992,US.DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,1,STOCK,0,,1969-12-31,210654
993,US.DIN,"Dine Brands Global, Inc.",1,STOCK,0,,1969-12-31,203566
994,US.DIS,迪士尼,1,STOCK,0,,1969-12-31,202550
995,US.DIT,AMCON Distributing Co.,1,STOCK,0,,1969-12-31,208827
996,US.DK,"Delek US Holdings, Inc.",1,STOCK,0,,1969-12-31,205819
997,US.DKL,Delek Logistics Partners LP,1,STOCK,0,,1969-12-31,207270
998,US.DKS,迪克體育用品,1,STOCK,0,,1969-12-31,202523
999,US.DKT,Deutsche Bank Contingent Capital Trust V,1,STOCK,0,,1969-12-31,207040
1000,US.DL,正保遠程教育,1,STOCK,0,,2008-07-29,202667
1001,US.DLA,"Delta Apparel, Inc.",1,STOCK,0,,1969-12-31,208284
1002,US.DLB,杜比,1,STOCK,0,,1969-12-31,201881
1003,US.DLNG-A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Pr,1,STOCK,0,,1969-12-31,75213467500483
1004,US.DLPH,德爾福,1,STOCK,0,,1969-12-31,206675
1005,US.DLPH*,Delphi Technologies PLC,1,STOCK,0,,1969-12-31,75118978221538
1006,US.DLR,數字房地產信托公司,1,STOCK,0,,1969-12-31,202564
1007,US.DLR-C,"Digital Realty Trust, Inc. 6.625% Series C Cumulative Redeemabl",1,STOCK,0,,1969-12-31,75213467502392
1008,US.DLR-G,"Digital Realty Trust, Inc. Preferred Series G",1,STOCK,0,,1969-12-31,75213467500249
1009,US.DLR-H,"Digital Realty Trust, Inc. Redeemable Preferred Stock Series H",1,STOCK,0,,1969-12-31,75213467500250
1010,US.DLR-I,"Digital Realty Trust, Inc. 6.350% Series I Cumulative Redeemabl",1,STOCK,0,,1969-12-31,75213467500487
1011,US.DLR-J,"Digital Realty Trust, Inc. 5.250% Series J Cumulative Redeemabl",1,STOCK,0,,1969-12-31,75213467502404
1012,US.DLX,豪華,1,STOCK,0,,1969-12-31,202551
1013,US.DM,Dominion Energy Midstream Partners,1,STOCK,0,,1969-12-31,210472
1014,US.DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",1,STOCK,0,,1969-12-31,208054
1015,US.DMD,Demand Media (已退市),1,STOCK,0,,1969-12-31,201055
1016,US.DMO,"Western Asset Mortgage Defined Opportunity Fund, Inc.",1,STOCK,0,,1969-12-31,207963
1017,US.DNB,鄧白氏,1,STOCK,0,,1969-12-31,202283
1018,US.DNI,Dividend & Income Fund,1,STOCK,0,,1969-12-31,208299
1019,US.DNN,Denison Mines Corp.,1,STOCK,0,,1969-12-31,207343
1020,US.DNOW,"NOW, Inc.",1,STOCK,0,,1969-12-31,210065
1021,US.DNP,"DNP Select Income Fund, Inc.",1,STOCK,0,,1969-12-31,204201
1022,US.DNR,鄧伯瑞資源,1,STOCK,0,,1969-12-31,201549
1023,US.DO,鑽石鑽探,1,STOCK,0,,1969-12-31,201584
1024,US.DOC,Physicians Realty Trust,1,STOCK,0,,1969-12-31,207829
1025,US.DOOR,美森特,1,STOCK,0,,1969-12-31,207026
1026,US.DOV,美國都福集團,1,STOCK,0,,1969-12-31,202688
1027,US.DOV*,Dover Corporation,1,STOCK,0,,1969-12-31,75793288087837
1028,US.DOW,陶氏化學,1,STOCK,0,,1969-12-31,202876
1029,US.DOX,Amdocs Ltd.,1,STOCK,0,,1969-12-31,203533
1030,US.DPG,"Duff & Phelps Global Utility Income Fund, Inc.",1,STOCK,0,,1969-12-31,207307
1031,US.DPLO,"Diplomat Pharmacy, Inc.",1,STOCK,0,,1969-12-31,210454
1032,US.DPM,DCP Midstream Partners L.P.,1,STOCK,0,,1969-12-31,202318
1033,US.DPS,澎泉,1,STOCK,0,,1969-12-31,202907
1034,US.DPW,"DPW Holdings, Inc.",1,STOCK,0,,1969-12-31,209420
1035,US.DPZ,達美樂比薩,1,STOCK,0,,1969-12-31,201886
1036,US.DQ,大全新能源,1,STOCK,0,,2010-10-06,201417
1037,US.DRD,DRDGOLD Ltd.,1,STOCK,0,,1969-12-31,208354
1038,US.DRE,杜克房地產,1,STOCK,0,,1969-12-31,202304
1039,US.DRH,DiamondRock Hospitality Co.,1,STOCK,0,,1969-12-31,205547
1040,US.DRI,達登飯店,1,STOCK,0,,1969-12-31,202293
